sample_id	accession_id	CurrentName	plate	well	has_seed	RowTree	Voucher	Provenance	RowNum	YearPlanted	TreeNum	DNNumber	FieldComments	Date	FieldDetermination	Location	Description	Latitude	Longitude	Genus	Subgenus	Section	Series	Subseries	Species	Subspecies
CCA3130	CCA3130	Eucalyptus globulus	CC01	F08	No	R145/T21	DN 1726	Kennett River, Vic	145	1997	21	1726		1996-04-18	Eucalyptus globulus	South west of Kennett River, Great Ocean Rd, Vic	Tree 10m tall, others here varying from 4 to 25m tall. Bark rough, thin, brown for 0.5 to 2m, then smooth grey over yellow-cream. Leaves glossy, dark green. Hypanthium of fruit glaucous. On steep coastal cliffs with E. brookeriana. AD, CANB	-38.6886111111111	143.836388888889	Eucalyptus	Symphyomyrtus	Maidenaria	Globulares	Euglobulares	globulus	""
CCA3147	CCA3147	Eucalyptus elata	CC01	G08	No	R146/T16	DN 1742	Club Terrace, Vic	146	1997	16	1742		1996-04-19	Eucalyptus elata	Errinundra River, north of Club Terrace, Vic	Narrow tree 30m tall. Bark rough, finely fissured, grey for about 4m then smooth, light grey over cream. Leaves glossy, green. Growing above river with E. cypellocarpa and E. yangoura. AD	-37.4091666666667	148.901388888889	Eucalyptus	Eucalyptus	Eucalyptus	Radiatae	""	elata	""
CCA3217	CCA3217	Eucalyptus globulus	CC01	H08	No	R153/T23	DN 1986	Kellevie, Tas	153	1998	23	1986		1997-02-24	Eucalyptus globulus	Tas	Tree 15m tall. Bark smooth, grey over light grey tan. Leaves glossy, dark green. Fruits glaucous. Growing on rocky slope with E. pulchella, E. cordata and E. obliqua. Photo x1	-42.7519444444444	147.826388888889	Eucalyptus	Symphyomyrtus	Maidenaria	Globulares	Euglobulares	globulus	""
CCA3035	CCA3035	Eucalyptus sieberi	CC01	A09	Yes	R141/T21	DN 1749	Mt Imlay, NSW	141	1997	21	1749		1996-04-20	Eucalyptus sieberi	SE base of Mt. Imlay, on walking track to summit, NSW	Tree 40m tall. Bark rough, hard and furrowed, grey, to 15cm diameter, then smooth, white. Leaves glossy, green, reticulation sparse, with many oil glands. On slopes in pure stand. AD Photos			Eucalyptus	Eucalyptus	Eucalyptus	Psathyroxyla	Considenianae	sieberi	""
CCA3216	CCA3216	Eucalyptus globulus	CC01	B09	No	R153/T21	DN 1986	Kellevie, Tas	153	1998	21	1986		1997-02-24	Eucalyptus globulus	Tas	Tree 15m tall. Bark smooth, grey over light grey tan. Leaves glossy, dark green. Fruits glaucous. Growing on rocky slope with E. pulchella, E. cordata and E. obliqua. Photo x1	-42.7519444444444	147.826388888889	Eucalyptus	Symphyomyrtus	Maidenaria	Globulares	Euglobulares	globulus	""
CCA3062	CCA3062	Eucalyptus muelleriana	CC01	C09	No	R142/T26	DN 1753	Bodalla, NSW	142	1997	26	1753		1996-04-20	Eucalyptus muelleriana	West of Bodalla, NSW	Tree 20m tall. Bark rough, stringy, brown - grey. Leaves discolourous, glossy, dark green above. Growing with  E. sieberi and E. yangoura. AD	-36.0661111111111	149.913333333333	Eucalyptus	Eucalyptus	Eucalyptus	Pachyphloiae	""	muelleriana	""
CCA3271	CCA3271	Eucalyptus acmenoides	CC01	D09	No	R160/T05	DN 1299	Paluma, Qld	160	1998	5	1299		1995-04-12	Eucalyptus uvida	Near Paluma T/O on Bruce HW, QLD	Tree 10m tall. Bark rough, stringy, brown. Leaves slightly discolourous, glossy, green. AD	-18.9852777777778	146.295555555556	Eucalyptus	Eucalyptus	Eucalyptus	White-mahoganies	""	acmenoides	""
CCA3051	CCA3051	Eucalyptus strzeleckii	CC01	E09	No	R142/T05	DN 1725	Gellibrand Lower, Vic	142	1997	5	1725		1996-04-18	Eucalyptus strzeleckii	Great Ocean Rd, between Gellibrand River crossing and Moonlight Head Road, Otway Ranges, Victoria.	Tree 25 metres tall. Bark smooth except at very base, grey over yellow or cream. Leaves slightly glossy, green, reticulation dense, with many mostly intersectional oil glands. (Leaves concolorous). On hillslopes with Eucalyptus viminalis subsp. viminalis. AD, CANB	-38.7358333333333	143.251388888889	Eucalyptus	Symphyomyrtus	Maidenaria	Foveolatae	""	strzeleckii	""
CCA3092	CCA3092	Eucalyptus maidenii	CC01	F09	Yes	R144/T01	DN 1764	Araluen, NSW	144	1997	1	1764		1996-04-22	Eucalyptus maidenii	Between Braidwood and Araluen, NSW	Tree 20m tall. Bark rough, loose, grey for 1-2m then smooth, grey over yellow - cream. Leaves glossy, dark green. On hillside with E. elata and E. dives. AD	-35.5725	149.809722222222	Eucalyptus	Symphyomyrtus	Maidenaria	Globulares	Euglobulares	maidenii	""
CCA3041	CCA3041	Eucalyptus bosistoana	CC01	G09	Yes	R141/T29	DN 1733	Metung, Vic	141	1997	29	1733		1996-04-19	Eucalyptus bosistoana	Near Metung, Vic	Tree 15m tall. Bark rough, thin, box-type for about 5m then smooth. Leaves glossy, green. On slopes above creek with E. baueriana and E. pseudoglobulus.  AD	-37.8777777777778	147.854166666667	Eucalyptus	Symphyomyrtus	Adnataria	Melliodorae	""	bosistoana	""
CCA3322	CCA3322	Eucalyptus pilularis	CC01	H09	Yes	R165/T22	DN 644	Kempsey, NSW	165	1999	22	644		1993-12-04	Eucalyptus pilularis	NSW	Tree 15m tall, others to 40m tall. Bark rough, dark grey for 3m then smooth light grey over cream. Leaves ± concolourous, glossy green. Growing in pure stand on low rise. Dorrigo.	-30.9141666666667	152.941388888889	Eucalyptus	Eucalyptus	Eucalyptus	Pseudostringybarks	""	pilularis	""
CCA3841	CCA3841	Eucalyptus leucoxylon subsp. leucoxylon	CC01	A10	Yes	R190/T17	DN 2585	Bacchus Marsh, Vic	190	2000	17	2585		1999-04-12	Eucalyptus leucoxylon subsp. leucoxylon (connata)	W of Bacchus Marsh, Vic	Tree 8 m tall. Bark + smooth, patchy, grey and cream. Leaves  glossy, green. No parts pruinose. On hill with Eucalyptus microcarpa and E. baueriana. x1	-37.6616666666667	144.364166666667	Eucalyptus	Symphyomyrtus	Adnataria	Melliodorae	""	leucoxylon	leucoxylon
CCA3899	CCA3899	Eucalyptus radiata subsp. radiata	CC01	B10	No	R193/T13	DN 602	Mongarlowe, NSW	193	2000	13	602		1993-12-01	Eucalyptus radiata subsp. radiata	NSW	Small tree 5m tall. Brown dense. Bark rough, thick, brown-grey. Leaves glossy green. Growing in fairly flat area with E. obliqua. Canberra.	-35.4413888888889	149.964444444444	Eucalyptus	Eucalyptus	Eucalyptus	Radiatae	""	radiata	radiata
CCA3837	CCA3837	Eucalyptus cypellocarpa	CC01	C10	No	R190/T05	DN 2946	Kingstown, NSW	190	2000	5	2946		1999-12-18	Eucalyptus cypellocarpa (quinniorum)	West of Kingstown towards Barraba, New South Wales.	Several-stemmed tree 7 m tall, some single-stemmed and to 15 m tall. Bark rough to 0.6 m, some others with bark rough over whole trunk(s). Leaves glossy, dark green. Growing below granite outcrop with Angophora floribunda, Eucalyptus prava and E. macrorhyncha subsp. macrorhyncha. AD, CANB Photo nearby tree	-30.5108333333333	151.02416666666701	Eucalyptus	Symphyomyrtus	Maidenaria	Globulares	'Clivosae' ms	cypellocarpa	""
CCA3821	CCA3821	Eucalyptus albens	CC01	D10	No	R189/T24	DN 2898	Wagga Wagga, NSW	189	2000	24	2898		1999-12-13	Eucalyptus albens	West of Wagga Wagga, New South Wales.	Tree 12 metres tall. Bark rough on trunk, very finely fissured, grey and light grey. Smaller branches smooth. Branchlets glaucous. Leaves dull, grey-green. Growing on hill slope in gravelly clay-loam with Eucalyptus microcarpa. AD	-35.1058333333333	147.200277777778	Eucalyptus	Symphyomyrtus	Adnataria	Subbuxeales	""	albens	""
CCA3893	CCA3893	Eucalyptus elata	CC01	E10	Yes	R193/T06	DN 2901	Nerrigundah, NSW	193	2000	6	2901		1999-12-14	Eucalyptus elata	Tuross River catchment, New South Wales.	Tree 16 m tall, erect and straight-trunked. Bark rough on lower trunk, dark grey, very finely fissured. Leaves glossy, green. Growing on steep hillside with Angophora floribunda, Eucalyptus angophroides and E. seiberi. AD, CANB	-36.1194444444444	149.669166666667	Eucalyptus	Eucalyptus	Eucalyptus	Radiatae	""	elata	""
CCA3711	CCA3711	Eucalyptus coolabah	CC01	F10	Yes	R185/T28	DN 2957	Wilcannia, NSW	185	2000	28	2957		1999-12-20	Eucalyptus coolabah	Darling River floodplain just south-east of Wilcannia, New South Wales.	Tree 7 metres tall. Bark rough on trunk and larger branches, moderately fissured, grey-brown, smooth above, white. No parts glaucous. On flat floodplain with Eucalyptus largiflorens. AD	-31.5747222222222	143.390555555556	Eucalyptus	Symphyomyrtus	Adnataria	Striolatae	""	coolabah	""
CCA3887	CCA3887	Eucalyptus magnificata	CC01	G10	Yes	R192/T22	DN 2945	Enmore, NSW	192	2000	22	2945		1999-12-18	Eucalyptus magnificata	Near Enmore, south of Armidale, New South Wales.	Tree 7 m tall. Bark rough to small branches, very finely fissured, grey. New growth, branchlets and new fruit glaucous. Leaves becomming glossy and green. Growing on hillside above creek with Eucalyptus melliodora. AD, CANB	-30.7191666666667	151.722222222222	Eucalyptus	Symphyomyrtus	Adnataria	Heterophloiae	""	magnificata	""
CCA4821	CCA4821	Eucalyptus crebra	CC01	H10	No	R243/T09	DN 6453	Flora Range, Qld	243	2013	9	6453		2012-06-21	Eucalyptus crebra	Fitzroy Development Rd, near Flora Range, Queensland.	Tree to 15 metres tall. Bark rough throughout, ironbark, nearly black. Leaves dull, blue-green. Juvenile leaves fairly narrow. On slightly undulating ground in woodland co-dominant with E. populnea subsp. populnea, and with some Corymbia dallachiana and C. brachycarpa. AD Seed + photos	-21.9922222222222	148.559722222222	Eucalyptus	Symphyomyrtus	Adnataria	Siderophloiae	""	crebra	""
CCA4706	CCA4706	Eucalyptus cinerea subsp. cinerea	CC01	A11	No	R237/T01	DN 3211	Marulan, NSW	237	2001	1	3211			Eucalyptus cinerea	NE of Marulan, NSW		-34.6838888888889	150.051666666667	Eucalyptus	Symphyomyrtus	Maidenaria	Viminales	Circulares	cinerea	cinerea
