SampleID,Species,Location,Date,Latitude,Longitude,Elevation,SampleName,Datum,Population,N,ReferenceSpecies,SetName
LBM02F04,Eucalyptus melliodora,NA,NA,-27.368696,152.03023,625,LB-3-4,WGS84,LB-3,334,Eucalyptus melliodora,E_melliodora
LBM02F06,Eucalyptus melliodora,NA,NA,-35.235664,149.16422,613,LB-B-3,WGS84,LB-B,334,Eucalyptus melliodora,E_melliodora
LBM02F07,Eucalyptus melliodora,NA,NA,-33.121143000000004,149.05785,709,LB-J2-1,WGS84,LB-J2,334,Eucalyptus melliodora,E_melliodora
LBM02F08,Eucalyptus melliodora,NA,NA,-33.121143000000004,149.05785,709,LB-J2-9,WGS84,LB-J2,334,Eucalyptus melliodora,E_melliodora
LBM02F09,Eucalyptus melliodora,NA,NA,-33.44218,147.51628,213,LB-17-7,WGS84,LB-17,334,Eucalyptus melliodora,E_melliodora
LBM02F10,Eucalyptus melliodora,NA,NA,-35.40026,149.1318,669,LB-11-5,WGS84,LB-11,334,Eucalyptus melliodora,E_melliodora
LBM02F11,Eucalyptus melliodora,NA,NA,-36.54041,146.10739,195,LB-i2-3,WGS84,LB-i2,334,Eucalyptus melliodora,E_melliodora
LBM02G01,Eucalyptus melliodora,NA,NA,-33.6166,149.64452,782,LB-N2-1,WGS84,LB-N2,334,Eucalyptus melliodora,E_melliodora
LBM02G02,Eucalyptus melliodora,NA,NA,-33.6166,149.64452,782,LB-N2-9,WGS84,LB-N2,334,Eucalyptus melliodora,E_melliodora
LBM02G03,Eucalyptus melliodora,NA,NA,-34.036884,148.5675,318,LB-N1-7,WGS84,LB-N1,334,Eucalyptus melliodora,E_melliodora
LBM02G04,Eucalyptus melliodora,NA,NA,-27.368696,152.03023,625,LB-3-5,WGS84,LB-3,334,Eucalyptus melliodora,E_melliodora
LBM02G05,Eucalyptus melliodora,NA,NA,-33.936944,116.963333,NA,LB-7-3,WGS84,LB-7,334,Eucalyptus melliodora,E_melliodora
LBM02G06,Eucalyptus melliodora,NA,NA,-35.235664,149.16422,613,LB-B-4,WGS84,LB-B,334,Eucalyptus melliodora,E_melliodora
LBM02G07,Eucalyptus melliodora,NA,NA,-33.121143000000004,149.05785,709,LB-J2-2,WGS84,LB-J2,334,Eucalyptus melliodora,E_melliodora
LBM02G08,Eucalyptus melliodora,NA,NA,-33.121143000000004,149.05785,709,LB-J2-10,WGS84,LB-J2,334,Eucalyptus melliodora,E_melliodora
LBM02G09,Eucalyptus melliodora,NA,NA,-33.44218,147.51628,213,LB-17-8,WGS84,LB-17,334,Eucalyptus melliodora,E_melliodora
LBM02G10,Eucalyptus melliodora,NA,NA,-35.40026,149.1318,669,LB-11-6,WGS84,LB-11,334,Eucalyptus melliodora,E_melliodora
LBM02G11,Eucalyptus melliodora,NA,NA,-36.54041,146.10739,195,LB-i2-4,WGS84,LB-i2,334,Eucalyptus melliodora,E_melliodora
LBM02G12,Eucalyptus melliodora,NA,NA,-33.224724,149.28056,NA,LB-16-2,WGS84,LB-16,334,Eucalyptus melliodora,E_melliodora
LBM02H02,Eucalyptus melliodora,NA,NA,-33.6166,149.64452,782,LB-N2-10,WGS84,LB-N2,334,Eucalyptus melliodora,E_melliodora
LBM02H03,Eucalyptus melliodora,NA,NA,-34.036884,148.5675,318,LB-N1-8,WGS84,LB-N1,334,Eucalyptus melliodora,E_melliodora
LBM02H04,Eucalyptus melliodora,NA,NA,-27.368696,152.03023,625,LB-3-6,WGS84,LB-3,334,Eucalyptus melliodora,E_melliodora
LBM02H05,Eucalyptus melliodora,NA,NA,-33.936944,116.963333,NA,LB-7-4,WGS84,LB-7,334,Eucalyptus melliodora,E_melliodora
LBM02H08,Eucalyptus melliodora,NA,NA,-33.44218,147.51628,213,LB-17-1,WGS84,LB-17,334,Eucalyptus melliodora,E_melliodora
LBM02H09,Eucalyptus melliodora,NA,NA,-33.44218,147.51628,213,LB-17-9,WGS84,LB-17,334,Eucalyptus melliodora,E_melliodora
LBM02H10,Eucalyptus melliodora,NA,NA,-35.40026,149.1318,669,LB-11-7,WGS84,LB-11,334,Eucalyptus melliodora,E_melliodora
LBM02H11,Eucalyptus melliodora,NA,NA,-36.54041,146.10739,195,LB-i2-5,WGS84,LB-i2,334,Eucalyptus melliodora,E_melliodora
LBM03A02,Eucalyptus melliodora,NA,NA,-36.6755,146.26477,236,LB-2-5,WGS84,LB-2,334,Eucalyptus melliodora,E_melliodora
LBM03A11,Eucalyptus melliodora,NA,NA,-34.911785,148.971179,562,LB-20-7,WGS84,LB-20,334,Eucalyptus melliodora,E_melliodora
LBM03B02,Eucalyptus melliodora,NA,NA,-36.6755,146.26477,236,LB-2-6,WGS84,LB-2,334,Eucalyptus melliodora,E_melliodora
LBM03B04,Eucalyptus melliodora,NA,NA,-33.710145,149.52355,978,LB-5-2,WGS84,LB-5,334,Eucalyptus melliodora,E_melliodora
LBM03B05,Eucalyptus melliodora,NA,NA,-33.710145,149.52355,978,LB-5-10,WGS84,LB-5,334,Eucalyptus melliodora,E_melliodora
LBM03B07,Eucalyptus melliodora,NA,NA,-35.26495,147.310133,265,LB-T1-6,WGS84,LB-T1,334,Eucalyptus melliodora,E_melliodora
LBM03B09,Eucalyptus melliodora,NA,NA,-30.54493,151.79367,1055,LB-K2-2,WGS84,LB-K2,334,Eucalyptus melliodora,E_melliodora
LBM03B10,Eucalyptus melliodora,NA,NA,-30.54493,151.79367,1055,LB-K2-10,WGS84,LB-K2,334,Eucalyptus melliodora,E_melliodora
LBM03B11,Eucalyptus melliodora,NA,NA,-34.911785,148.971179,562,LB-20-8,WGS84,LB-20,334,Eucalyptus melliodora,E_melliodora
LBM03C02,Eucalyptus melliodora,NA,NA,-36.6755,146.26477,236,LB-2-7,WGS84,LB-2,334,Eucalyptus melliodora,E_melliodora
LBM03C03,Eucalyptus melliodora,NA,NA,-32.389167,150.881667,147,LB-14-5,WGS84,LB-14,334,Eucalyptus melliodora,E_melliodora
LBM03C04,Eucalyptus melliodora,NA,NA,-33.710145,149.52355,978,LB-5-3,WGS84,LB-5,334,Eucalyptus melliodora,E_melliodora
LBM03C05,Eucalyptus melliodora,NA,NA,-37.285278,143.77778,321,LB-10-1,WGS84,LB-10,334,Eucalyptus melliodora,E_melliodora
LBM03C07,Eucalyptus melliodora,NA,NA,-35.26495,147.310133,265,LB-T1-7,WGS84,LB-T1,334,Eucalyptus melliodora,E_melliodora
LBM03C09,Eucalyptus melliodora,NA,NA,-30.54493,151.79367,1055,LB-K2-3,WGS84,LB-K2,334,Eucalyptus melliodora,E_melliodora
LBM03C10,Eucalyptus melliodora,NA,NA,-34.911785,148.971179,562,LB-20-1,WGS84,LB-20,334,Eucalyptus melliodora,E_melliodora
LBM03C11,Eucalyptus melliodora,NA,NA,-34.911785,148.971179,562,LB-20-9,WGS84,LB-20,334,Eucalyptus melliodora,E_melliodora
LBM03D01,Eucalyptus melliodora,NA,NA,-33.224724,149.28056,NA,LB-16-7,WGS84,LB-16,334,Eucalyptus melliodora,E_melliodora
LBM03D02,Eucalyptus melliodora,NA,NA,-36.6755,146.26477,236,LB-2-8,WGS84,LB-2,334,Eucalyptus melliodora,E_melliodora
LBM03D03,Eucalyptus melliodora,NA,NA,-32.389167,150.881667,147,LB-14-6,WGS84,LB-14,334,Eucalyptus melliodora,E_melliodora
LBM03D04,Eucalyptus melliodora,NA,NA,-33.710145,149.52355,978,LB-5-4,WGS84,LB-5,334,Eucalyptus melliodora,E_melliodora
LBM03D05,Eucalyptus melliodora,NA,NA,-37.285278,143.77778,321,LB-10-2,WGS84,LB-10,334,Eucalyptus melliodora,E_melliodora
LBM03D06,Eucalyptus melliodora,NA,NA,-37.285278,143.77778,321,LB-10-10,WGS84,LB-10,334,Eucalyptus melliodora,E_melliodora
LBM03D07,Eucalyptus melliodora,NA,NA,-35.26495,147.310133,265,LB-T1-8,WGS84,LB-T1,334,Eucalyptus melliodora,E_melliodora
LBM03D08,Eucalyptus melliodora,NA,NA,-37.179444,144.483333,517,LB-19-6,WGS84,LB-19,334,Eucalyptus melliodora,E_melliodora
LBM03D09,Eucalyptus melliodora,NA,NA,-30.54493,151.79367,1055,LB-K2-4,WGS84,LB-K2,334,Eucalyptus melliodora,E_melliodora
LBM03D10,Eucalyptus melliodora,NA,NA,-34.911785,148.971179,562,LB-20-2,WGS84,LB-20,334,Eucalyptus melliodora,E_melliodora
LBM03D11,Eucalyptus melliodora,NA,NA,-34.911785,148.971179,562,LB-20-10,WGS84,LB-20,334,Eucalyptus melliodora,E_melliodora
LBM03F01,Eucalyptus melliodora,NA,NA,-36.6755,146.26477,236,LB-2-2,WGS84,LB-2,334,Eucalyptus melliodora,E_melliodora
LBM03F04,Eucalyptus melliodora,NA,NA,-33.710145,149.52355,978,LB-5-6,WGS84,LB-5,334,Eucalyptus melliodora,E_melliodora
LBM03F05,Eucalyptus melliodora,NA,NA,-37.285278,143.77778,321,LB-10-4,WGS84,LB-10,334,Eucalyptus melliodora,E_melliodora
LBM03F06,Eucalyptus melliodora,NA,NA,-35.26495,147.310133,265,LB-T1-2,WGS84,LB-T1,334,Eucalyptus melliodora,E_melliodora
LBM03F07,Eucalyptus melliodora,NA,NA,-35.26495,147.310133,265,LB-T1-10,WGS84,LB-T1,334,Eucalyptus melliodora,E_melliodora
LBM03F08,Eucalyptus melliodora,NA,NA,-37.179444,144.483333,517,LB-19-8,WGS84,LB-19,334,Eucalyptus melliodora,E_melliodora
LBM03F09,Eucalyptus melliodora,NA,NA,-30.54493,151.79367,1055,LB-K2-6,WGS84,LB-K2,334,Eucalyptus melliodora,E_melliodora
LBM03F10,Eucalyptus melliodora,NA,NA,-34.911785,148.971179,562,LB-20-4,WGS84,LB-20,334,Eucalyptus melliodora,E_melliodora
LBM03F11,Eucalyptus melliodora,NA,NA,-36.580471,143.521639,206,LB-W2-2,WGS84,LB-W2,334,Eucalyptus melliodora,E_melliodora
LBM03G02,Eucalyptus melliodora,NA,NA,-32.389167,150.881667,147,LB-14-1,WGS84,LB-14,334,Eucalyptus melliodora,E_melliodora
LBM03G05,Eucalyptus melliodora,NA,NA,-37.285278,143.77778,321,LB-10-5,WGS84,LB-10,334,Eucalyptus melliodora,E_melliodora
LBM03G06,Eucalyptus melliodora,NA,NA,-35.26495,147.310133,265,LB-T1-3,WGS84,LB-T1,334,Eucalyptus melliodora,E_melliodora
LBM03G07,Eucalyptus melliodora,NA,NA,-37.179444,144.483333,517,LB-19-1,WGS84,LB-19,334,Eucalyptus melliodora,E_melliodora
LBM03G08,Eucalyptus melliodora,NA,NA,-37.179444,144.483333,517,LB-19-9,WGS84,LB-19,334,Eucalyptus melliodora,E_melliodora
LBM03G09,Eucalyptus melliodora,NA,NA,-30.54493,151.79367,1055,LB-K2-7,WGS84,LB-K2,334,Eucalyptus melliodora,E_melliodora
LBM03G10,Eucalyptus melliodora,NA,NA,-34.911785,148.971179,562,LB-20-5,WGS84,LB-20,334,Eucalyptus melliodora,E_melliodora
LBM03G11,Eucalyptus melliodora,NA,NA,-36.580471,143.521639,206,LB-W2-3,WGS84,LB-W2,334,Eucalyptus melliodora,E_melliodora
LBM03H06,Eucalyptus melliodora,NA,NA,-35.26495,147.310133,265,LB-T1-4,WGS84,LB-T1,334,Eucalyptus melliodora,E_melliodora
LBM04A01,Eucalyptus melliodora,NA,NA,-36.980278,144.047611,333,LB-24-3,WGS84,LB-24,334,Eucalyptus melliodora,E_melliodora
LBM04A02,Eucalyptus melliodora,NA,NA,-36.487921,143.891325,138,LB-W3-1,WGS84,LB-W3,334,Eucalyptus melliodora,E_melliodora
LBM04A03,Eucalyptus melliodora,NA,NA,-36.487921,143.891325,138,LB-W3-9,WGS84,LB-W3,334,Eucalyptus melliodora,E_melliodora
LBM04A05,Eucalyptus melliodora,NA,NA,-37.144361,142.839428,244,LB-21-5,WGS84,LB-21,334,Eucalyptus melliodora,E_melliodora
LBM04B01,Eucalyptus melliodora,NA,NA,-36.980278,144.047611,333,LB-24-4,WGS84,LB-24,334,Eucalyptus melliodora,E_melliodora
LBM04B02,Eucalyptus melliodora,NA,NA,-36.487921,143.891325,138,LB-W3-2,WGS84,LB-W3,334,Eucalyptus melliodora,E_melliodora
LBM04B04,Eucalyptus melliodora,NA,NA,-35.299683,147.165733,258,LB-T3-8,WGS84,LB-T3,334,Eucalyptus melliodora,E_melliodora
LBM04B06,Eucalyptus melliodora,NA,NA,-35.37515,147.25261,266,LB-T2-4,WGS84,LB-T2,334,Eucalyptus melliodora,E_melliodora
LBM04B08,Eucalyptus melliodora,NA,NA,-35.39474,149.677129,NA,LB-26-4,WGS84,LB-26,334,Eucalyptus melliodora,E_melliodora
LBM04C02,Eucalyptus melliodora,NA,NA,-36.487921,143.891325,138,LB-W3-3,WGS84,LB-W3,334,Eucalyptus melliodora,E_melliodora
LBM04C03,Eucalyptus melliodora,NA,NA,-35.299683,147.165733,258,LB-T3-1,WGS84,LB-T3,334,Eucalyptus melliodora,E_melliodora
LBM04C04,Eucalyptus melliodora,NA,NA,-35.299683,147.165733,258,LB-T3-9,WGS84,LB-T3,334,Eucalyptus melliodora,E_melliodora
LBM04C05,Eucalyptus melliodora,NA,NA,-37.144361,142.839428,244,LB-21-7,WGS84,LB-21,334,Eucalyptus melliodora,E_melliodora
LBM04C06,Eucalyptus melliodora,NA,NA,-35.37515,147.25261,266,LB-T2-5,WGS84,LB-T2,334,Eucalyptus melliodora,E_melliodora
LBM04D01,Eucalyptus melliodora,NA,NA,-36.980278,144.047611,333,LB-24-6,WGS84,LB-24,334,Eucalyptus melliodora,E_melliodora
LBM04D02,Eucalyptus melliodora,NA,NA,-36.487921,143.891325,138,LB-W3-4,WGS84,LB-W3,334,Eucalyptus melliodora,E_melliodora
LBM04D05,Eucalyptus melliodora,NA,NA,-37.144361,142.839428,244,LB-21-8,WGS84,LB-21,334,Eucalyptus melliodora,E_melliodora
LBM04D06,Eucalyptus melliodora,NA,NA,-35.37515,147.25261,266,LB-T2-6,WGS84,LB-T2,334,Eucalyptus melliodora,E_melliodora
LBM04D08,Eucalyptus melliodora,NA,NA,-35.39474,149.677129,NA,LB-26-6,WGS84,LB-26,334,Eucalyptus melliodora,E_melliodora
LBM04F01,Eucalyptus melliodora,NA,NA,-36.980278,144.047611,333,LB-24-8,WGS84,LB-24,334,Eucalyptus melliodora,E_melliodora
LBM04F02,Eucalyptus melliodora,NA,NA,-36.487921,143.891325,138,LB-W3-6,WGS84,LB-W3,334,Eucalyptus melliodora,E_melliodora
LBM04F03,Eucalyptus melliodora,NA,NA,-35.299683,147.165733,258,LB-T3-4,WGS84,LB-T3,334,Eucalyptus melliodora,E_melliodora
LBM04F04,Eucalyptus melliodora,NA,NA,-37.144361,142.839428,244,LB-21-2,WGS84,LB-21,334,Eucalyptus melliodora,E_melliodora
LBM04F05,Eucalyptus melliodora,NA,NA,-37.144361,142.839428,244,LB-21-10,WGS84,LB-21,334,Eucalyptus melliodora,E_melliodora
LBM04F06,Eucalyptus melliodora,NA,NA,-35.37515,147.25261,266,LB-T2-8,WGS84,LB-T2,334,Eucalyptus melliodora,E_melliodora
LBM04G01,Eucalyptus melliodora,NA,NA,-36.980278,144.047611,333,LB-24-9,WGS84,LB-24,334,Eucalyptus melliodora,E_melliodora
LBM04G02,Eucalyptus melliodora,NA,NA,-36.487921,143.891325,138,LB-W3-7,WGS84,LB-W3,334,Eucalyptus melliodora,E_melliodora
LBM04G03,Eucalyptus melliodora,NA,NA,-35.299683,147.165733,258,LB-T3-5,WGS84,LB-T3,334,Eucalyptus melliodora,E_melliodora
LBM04G04,Eucalyptus melliodora,NA,NA,-37.144361,142.839428,244,LB-21-3,WGS84,LB-21,334,Eucalyptus melliodora,E_melliodora
LBM04G05,Eucalyptus melliodora,NA,NA,-35.37515,147.25261,266,LB-T2-1,WGS84,LB-T2,334,Eucalyptus melliodora,E_melliodora
LBM04G06,Eucalyptus melliodora,NA,NA,-35.37515,147.25261,266,LB-T2-9,WGS84,LB-T2,334,Eucalyptus melliodora,E_melliodora
LBM04G08,Eucalyptus melliodora,NA,NA,-35.39474,149.677129,NA,LB-26-9,WGS84,LB-26,334,Eucalyptus melliodora,E_melliodora
LBM04H01,Eucalyptus melliodora,NA,NA,-36.980278,144.047611,333,LB-24-10,WGS84,LB-24,334,Eucalyptus melliodora,E_melliodora
LBM01E01,Eucalyptus melliodora,NA,NA,-36.632668,144.35019,178,LB-U-5,WGS84,LB-U,334,Eucalyptus melliodora,E_melliodora
LBM02E01,Eucalyptus melliodora,NA,NA,-35.03333,147.33333,NA,LB-C-8,WGS84,LB-C,334,Eucalyptus melliodora,E_melliodora
LBM03E01,Eucalyptus melliodora,NA,NA,-36.6755,146.26477,236,LB-2-1,WGS84,LB-2,334,Eucalyptus melliodora,E_melliodora
LBM04E01,Eucalyptus melliodora,NA,NA,-36.980278,144.047611,333,LB-24-7,WGS84,LB-24,334,Eucalyptus melliodora,E_melliodora
LBM01E02,Eucalyptus melliodora,NA,NA,-35.819633,145.31187,101,LB-P-3,WGS84,LB-P,334,Eucalyptus melliodora,E_melliodora
LBM02E02,Eucalyptus melliodora,NA,NA,-33.6166,149.64452,782,LB-N2-7,WGS84,LB-N2,334,Eucalyptus melliodora,E_melliodora
LBM03E02,Eucalyptus melliodora,NA,NA,-36.6755,146.26477,236,LB-2-9,WGS84,LB-2,334,Eucalyptus melliodora,E_melliodora
LBM04E02,Eucalyptus melliodora,NA,NA,-36.487921,143.891325,138,LB-W3-5,WGS84,LB-W3,334,Eucalyptus melliodora,E_melliodora
LBM01E03,Eucalyptus melliodora,NA,NA,-36.86476,148.85016,638,LB-G-1,WGS84,LB-G,334,Eucalyptus melliodora,E_melliodora
LBM02E03,Eucalyptus melliodora,NA,NA,-34.036884,148.5675,318,LB-N1-5,WGS84,LB-N1,334,Eucalyptus melliodora,E_melliodora
LBM04E03,Eucalyptus melliodora,NA,NA,-35.299683,147.165733,258,LB-T3-3,WGS84,LB-T3,334,Eucalyptus melliodora,E_melliodora
LBM01E04,Eucalyptus melliodora,NA,NA,-36.86476,148.85016,638,LB-G-9,WGS84,LB-G,334,Eucalyptus melliodora,E_melliodora
LBM02E04,Eucalyptus melliodora,NA,NA,-27.368696,152.03023,625,LB-3-3,WGS84,LB-3,334,Eucalyptus melliodora,E_melliodora
LBM03E04,Eucalyptus melliodora,NA,NA,-33.710145,149.52355,978,LB-5-5,WGS84,LB-5,334,Eucalyptus melliodora,E_melliodora
LBM04E04,Eucalyptus melliodora,NA,NA,-37.144361,142.839428,244,LB-21-1,WGS84,LB-21,334,Eucalyptus melliodora,E_melliodora
LBM02E05,Eucalyptus melliodora,NA,NA,-33.936944,116.963333,NA,LB-7-1,WGS84,LB-7,334,Eucalyptus melliodora,E_melliodora
LBM04E05,Eucalyptus melliodora,NA,NA,-37.144361,142.839428,244,LB-21-9,WGS84,LB-21,334,Eucalyptus melliodora,E_melliodora
LBM01E06,Eucalyptus melliodora,NA,NA,-36.63518,149.56728,186,LB-H-5,WGS84,LB-H,334,Eucalyptus melliodora,E_melliodora
LBM02E06,Eucalyptus melliodora,NA,NA,-35.235664,149.16422,613,LB-B-2,WGS84,LB-B,334,Eucalyptus melliodora,E_melliodora
LBM03E06,Eucalyptus melliodora,NA,NA,-35.26495,147.310133,265,LB-T1-1,WGS84,LB-T1,334,Eucalyptus melliodora,E_melliodora
LBM04E06,Eucalyptus melliodora,NA,NA,-35.37515,147.25261,266,LB-T2-7,WGS84,LB-T2,334,Eucalyptus melliodora,E_melliodora
LBM02E07,Eucalyptus melliodora,NA,NA,-35.235664,149.16422,613,LB-B-10,WGS84,LB-B,334,Eucalyptus melliodora,E_melliodora
LBM03E07,Eucalyptus melliodora,NA,NA,-35.26495,147.310133,265,LB-T1-9,WGS84,LB-T1,334,Eucalyptus melliodora,E_melliodora
LBM01E08,Eucalyptus melliodora,NA,NA,-36.3675,145.70232,268,LB-D-8,WGS84,LB-D,334,Eucalyptus melliodora,E_melliodora
LBM03E08,Eucalyptus melliodora,NA,NA,-37.179444,144.483333,517,LB-19-7,WGS84,LB-19,334,Eucalyptus melliodora,E_melliodora
LBM04E08,Eucalyptus melliodora,NA,NA,-35.39474,149.677129,NA,LB-26-7,WGS84,LB-26,334,Eucalyptus melliodora,E_melliodora
LBM01E09,Eucalyptus melliodora,NA,NA,-33.423,149.752,844,LB-V-6,WGS84,LB-V,334,Eucalyptus melliodora,E_melliodora
LBM02E09,Eucalyptus melliodora,NA,NA,-33.44218,147.51628,213,LB-17-6,WGS84,LB-17,334,Eucalyptus melliodora,E_melliodora
LBM03E09,Eucalyptus melliodora,NA,NA,-30.54493,151.79367,1055,LB-K2-5,WGS84,LB-K2,334,Eucalyptus melliodora,E_melliodora
LBM02E10,Eucalyptus melliodora,NA,NA,-35.40026,149.1318,669,LB-11-4,WGS84,LB-11,334,Eucalyptus melliodora,E_melliodora
LBM03E10,Eucalyptus melliodora,NA,NA,-34.911785,148.971179,562,LB-20-3,WGS84,LB-20,334,Eucalyptus melliodora,E_melliodora
LBM02E11,Eucalyptus melliodora,NA,NA,-36.54041,146.10739,195,LB-i2-2,WGS84,LB-i2,334,Eucalyptus melliodora,E_melliodora
LBM03E11,Eucalyptus melliodora,NA,NA,-36.580471,143.521639,206,LB-W2-1,WGS84,LB-W2,334,Eucalyptus melliodora,E_melliodora
LBM04E11,Eucalyptus melliodora,NA,NA,-33.936944,116.963333,NA,LB-7-1,WGS84,LB-7,334,Eucalyptus melliodora,E_melliodora
LBM01E12,Eucalyptus melliodora,NA,NA,-33.416668,149.55055,712,LB-1-10,WGS84,LB-1,334,Eucalyptus melliodora,E_melliodora
LBM02E12,Eucalyptus melliodora,NA,NA,-36.54041,146.10739,195,LB-i2-10,WGS84,LB-i2,334,Eucalyptus melliodora,E_melliodora
LBM03E12,Eucalyptus melliodora,NA,NA,-36.580471,143.521639,206,LB-W2-9,WGS84,LB-W2,334,Eucalyptus melliodora,E_melliodora
CCA0672,Eucalyptus polyanthemos subsp. polyanthemos,NSW,NA,-32.6936111111111,150.002777777778,NA,NA,WGS84,NA,1,Eucalyptus polyanthemos,E_polyanthemos
CCA0677,Eucalyptus conica,NSW,NA,-32.4038888888889,150.222222222222,NA,NA,WGS84,NA,18,Eucalyptus polyanthemos,E_polyanthemos
CCA0704,Eucalyptus melliodora,NSW,NA,-32.7122222222222,149.966111111111,NA,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
CCA0705,Eucalyptus melliodora,NSW,NA,-32.7122222222222,149.966111111111,NA,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
CCA0706,Eucalyptus melliodora,NSW,NA,-32.7122222222222,149.966111111111,NA,NA,WGS84,NA,334,Eucalyptus melliodora,E_melliodora
CCA0708,Eucalyptus caleyi subsp. caleyi,NSW,NA,-32.4036111111111,150.228055555556,NA,NA,WGS84,NA,1,Eucalyptus caleyi,E_caleyi
CCA0724,Eucalyptus polyanthemos subsp. marginalis,"16.5km from Avoca towards Maryborough, Vic",NA,-37.0833333333333,143.616666666667,NA,NA,WGS84,NA,1,Eucalyptus polyanthemos,E_polyanthemos
CCA0751,Eucalyptus moluccana,Qld.,NA,-23.8011111111111,150.953333333333,NA,NA,WGS84,NA,11,Eucalyptus albens,E_albens
CCA0768,Eucalyptus fibrosa,NSW,NA,-29.3022222222222,152.644722222222,NA,NA,WGS84,NA,11,Eucalyptus caleyi,E_caleyi
CCA0807,Eucalyptus sideroxylon,Qld.,NA,-28.9008333333333,151.907777777778,NA,NA,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
CCA0808,Eucalyptus sideroxylon,Qld.,NA,-28.9008333333333,151.907777777778,NA,NA,WGS84,NA,173,Eucalyptus sideroxylon,E_sideroxylon
CCA0904,Eucalyptus cloeziana,"Liechhardt Highway, Isla Gorge National Park, Queensland.",NA,-25.1847222222222,149.989166666667,NA,NA,WGS84,NA,1,Eucalyptus cloeziana,E_cloeziana
CCA1135,Eucalyptus camaldulensis subsp. arida,NA,NA,-23.2041666666667,131.560277777778,NA,NA,WGS84,NA,1,Eucalyptus camadulensis,E_camaldulensis
CCA1266,Eucalyptus camaldulensis subsp. camaldulensis,NA,NA,-35.6972222222222,137.5225,NA,NA,WGS84,NA,2,Eucalyptus camadulensis,E_camaldulensis
CCA1478,Eucalyptus coolabah,"Palmer River crossing on Stuart HW, south of Alice Springs, NT",NA,-24.7361111111111,133.182777777778,NA,NA,WGS84,NA,3,Eucalyptus coolabah,E_coolabah
CCA1504,Eucalyptus melliodora x E. sideroxylon,"East of Goolgowi, Mid Western Highway, NSW",NA,-33.9177777777778,145.943055555556,NA,NA,WGS84,NA,7,Eucalyptus melliodora,E_melliodora
CCA1505,Eucalyptus melliodora x E. sideroxylon,"East of Goolgowi, Mid Western Highway, NSW",NA,-33.9177777777778,145.943055555556,NA,NA,WGS84,NA,7,Eucalyptus melliodora,E_melliodora
CCA1506,Eucalyptus melliodora x E. sideroxylon,"East of Goolgowi, Mid Western Highway, NSW",NA,-33.9177777777778,145.943055555556,NA,NA,WGS84,NA,7,Eucalyptus melliodora,E_melliodora
CCA1507,Eucalyptus melliodora x E. sideroxylon,"East of Goolgowi, Mid Western Highway, NSW",NA,-33.9177777777778,145.943055555556,NA,NA,WGS84,NA,7,Eucalyptus melliodora,E_melliodora
CCA1543,Eucalyptus microcarpa,"East of West Wyalong, NSW",NA,-33.9036111111111,147.301111111111,NA,NA,WGS84,NA,14,Eucalyptus albens,E_albens
CCA1644,Eucalyptus camaldulensis subsp. simulata,"Near Laura, QLD",NA,-15.5552777777778,144.439166666667,NA,NA,WGS84,NA,1,Eucalyptus camadulensis,E_camaldulensis
CCA1654,Eucalyptus grandis,"south of Kew on Pacific HW, NSW",NA,-31.6916666666667,152.734166666667,NA,NA,WGS84,NA,11,Eucalyptus grandis,E_grandis
CCA1655,Eucalyptus grandis,"south of Kew on Pacific HW, NSW",NA,-31.6916666666667,152.734166666667,NA,NA,WGS84,NA,11,Eucalyptus grandis,E_grandis
CCA2812,Angophora floribunda,NA,NA,NA,NA,NA,NA,WGS84,NA,2,Angophora floribunda,A_floribunda
CCA2857,Eucalyptus albens,"South of Melrose, southern Flinders Ranges, SA",NA,-32.9175,138.158888888889,NA,NA,WGS84,NA,225,Eucalyptus albens,E_albens
CCA3011,Corymbia maculata,"Near Narooma, New South Wales.",NA,-36.2816666666667,150.124722222222,NA,NA,WGS84,NA,8,Corymbia maculata,C_maculata
CCA3012,Corymbia maculata,"Near Narooma, New South Wales.",NA,-36.2816666666667,150.124722222222,NA,NA,WGS84,NA,8,Corymbia maculata,C_maculata
CCA3130,Eucalyptus globulus,"South west of Kennett River, Great Ocean Rd, Vic",NA,-38.6886111111111,143.836388888889,NA,NA,WGS84,NA,7,Eucalyptus globulus,E_globulus
CCA3216,Eucalyptus globulus,Tas,NA,-42.7519444444444,147.826388888889,NA,NA,WGS84,NA,7,Eucalyptus globulus,E_globulus
CCA3217,Eucalyptus globulus,Tas,NA,-42.7519444444444,147.826388888889,NA,NA,WGS84,NA,7,Eucalyptus globulus,E_globulus
CCA3451,Eucalyptus camaldulensis subsp. obtusa,"Daly Waters area on the Stuart Highway, NT.",NA,-16.2519444444444,133.397777777778,NA,NA,WGS84,NA,1,Eucalyptus camadulensis,E_camaldulensis
CCA3711,Eucalyptus coolabah,"Darling River floodplain just south-east of Wilcannia, New South Wales.",NA,-31.5747222222222,143.390555555556,NA,NA,WGS84,NA,3,Eucalyptus coolabah,E_coolabah
CCA3821,Eucalyptus albens,"West of Wagga Wagga, New South Wales.",NA,-35.1058333333333,147.200277777778,NA,NA,WGS84,NA,225,Eucalyptus albens,E_albens
